==PROF== Connected to process 38431 (/scratch/hl5262/miniconda3/bin/python3.11)
==PROF== Target process 38435 terminated before first instrumented API call.
==PROF== Target process 38436 terminated before first instrumented API call.
==PROF== Target process 38453 terminated before first instrumented API call.
[GPU0] Epoch 1 | Batchsize: 32 | Steps: 64
==PROF== Profiling "computeOffsetsKernel" - 0: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_128x32_rel..." - 1: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 2: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 3: 0%....50%....100% - 1 pass
==PROF== Profiling "generateWinogradTilesKernel" - 4: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_winograd_1..." - 5: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 6: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 7: 0%....50%....100% - 1 pass
==PROF== Profiling "max_pool_forward_nchw" - 8: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 9: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_64x32_sliced1x4_tn" - 10: 0%....50%....100% - 1 pass
==PROF== Profiling "splitKreduce_kernel" - 11: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 12: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 13: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_32x32_sliced1x4_tn" - 14: 0%....50%....100% - 1 pass
==PROF== Profiling "softmax_warp_forward" - 15: 0%....50%....100% - 1 pass
==PROF== Profiling "computeOffsetsKernel" - 16: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_128x32_rel..." - 17: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 18: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 19: 0%....50%....100% - 1 pass
==PROF== Profiling "generateWinogradTilesKernel" - 20: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_winograd_1..." - 21: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 22: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 23: 0%....50%....100% - 1 pass
==PROF== Profiling "max_pool_forward_nchw" - 24: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 25: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_64x32_sliced1x4_tn" - 26: 0%....50%....100% - 1 pass
==PROF== Profiling "splitKreduce_kernel" - 27: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 28: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 29: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_32x32_sliced1x4_tn" - 30: 0%....50%....100% - 1 pass
==PROF== Profiling "softmax_warp_forward" - 31: 0%....50%....100% - 1 pass
==PROF== Profiling "computeOffsetsKernel" - 32: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_128x32_rel..." - 33: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 34: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 35: 0%....50%....100% - 1 pass
==PROF== Profiling "generateWinogradTilesKernel" - 36: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_winograd_1..." - 37: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 38: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 39: 0%....50%....100% - 1 pass
==PROF== Profiling "max_pool_forward_nchw" - 40: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 41: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_64x32_sliced1x4_tn" - 42: 0%....50%....100% - 1 pass
==PROF== Profiling "splitKreduce_kernel" - 43: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 44: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 45: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_32x32_sliced1x4_tn" - 46: 0%....50%....100% - 1 pass
==PROF== Profiling "softmax_warp_forward" - 47: 0%....50%....100% - 1 pass
==PROF== Profiling "computeOffsetsKernel" - 48: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_128x32_rel..." - 49: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 50: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 51: 0%....50%....100% - 1 pass
==PROF== Profiling "generateWinogradTilesKernel" - 52: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_winograd_1..." - 53: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 54: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 55: 0%....50%....100% - 1 pass
==PROF== Profiling "max_pool_forward_nchw" - 56: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 57: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_64x32_sliced1x4_tn" - 58: 0%....50%....100% - 1 pass
==PROF== Profiling "splitKreduce_kernel" - 59: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 60: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 61: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_32x32_sliced1x4_tn" - 62: 0%....50%....100% - 1 pass
==PROF== Profiling "softmax_warp_forward" - 63: 0%....50%....100% - 1 pass
==PROF== Profiling "computeOffsetsKernel" - 64: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_128x32_rel..." - 65: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 66: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 67: 0%....50%....100% - 1 pass
==PROF== Profiling "generateWinogradTilesKernel" - 68: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_winograd_1..." - 69: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 70: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 71: 0%....50%....100% - 1 pass
==PROF== Profiling "max_pool_forward_nchw" - 72: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 73: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_64x32_sliced1x4_tn" - 74: 0%....50%....100% - 1 pass
==PROF== Profiling "splitKreduce_kernel" - 75: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 76: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 77: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_32x32_sliced1x4_tn" - 78: 0%....50%....100% - 1 pass
==PROF== Profiling "softmax_warp_forward" - 79: 0%....50%....100% - 1 pass
==PROF== Profiling "computeOffsetsKernel" - 80: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_128x32_rel..." - 81: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 82: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 83: 0%....50%....100% - 1 pass
==PROF== Profiling "generateWinogradTilesKernel" - 84: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_winograd_1..." - 85: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 86: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 87: 0%....50%....100% - 1 pass
==PROF== Profiling "max_pool_forward_nchw" - 88: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 89: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_64x32_sliced1x4_tn" - 90: 0%....50%....100% - 1 pass
==PROF== Profiling "splitKreduce_kernel" - 91: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 92: 0%....50%....100% - 1 pass
==PROF== Profiling "fused_dropout_kernel_vec" - 93: 0%....50%....100% - 1 pass
==PROF== Profiling "volta_sgemm_32x32_sliced1x4_tn" - 94: 0%....50%....100% - 1 pass
==PROF== Profiling "softmax_warp_forward" - 95: 0%....50%....100% - 1 pass
==PROF== Profiling "computeOffsetsKernel" - 96: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_128x32_rel..." - 97: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 98: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 99: 0%....50%....100% - 1 pass
==PROF== Profiling "generateWinogradTilesKernel" - 100: 0%....50%....100% - 1 pass
==PROF== Profiling "cudnn_volta_scudnn_winograd_1..." - 101: 0%....50%....100% - 1 pass
==PROF== Profiling "elementwise_kernel" - 102: 0%....50%....100% - 1 pass
==PROF== Profiling "vectorized_elementwise_kernel" - 103: 0%....50%....100% - 1 pass
==PROF== Profiling "max_pool_forward_nchw" - 104: 0%....50%....100% - 1 pass
